"","Nest","Year","Species","Site","First_Date","Last_Date","Duration","Fate","Chicks_First","Chicks_Last","Proporation_Lost","Camera"
"2868","O-NE-08-24",2024,"PIPL","Newark East",2024-05-17,2024-06-10,24,NA,NA,0,NA,"0"
"2869","O-NE-08-25",2025,"PIPL","Newark East",2025-05-08,2025-06-05,28,"Failed-Predation",3,0,1,"0"
"2870","O-NE-09-17",2017,"LETE","Newark East",2017-07-07,2017-08-17,41,"Fledged",2,2,0,"0"
"2871","O-NE-09-19",2019,"LETE","Newark East",2019-05-28,2019-06-27,30,"Failed-Unknown",3,0,1,"0"
"2872","O-NE-09-20",2020,"PIPL","Newark East",2020-05-26,2020-07-17,52,"Fledged",4,2,0.5,"0"
"2873","O-NE-09-21",2021,"LETE","Newark East",2021-06-01,2021-07-12,41,"Fledged",2,1,0.5,"0"
"2874","O-NE-09-22",2022,"LETE","Newark East",2022-05-20,2022-06-30,41,"Fledged",1,3,-2,"0"
"2875","O-NE-09-23",2023,"PIPL","Newark East",2023-05-22,2023-06-12,21,NA,NA,0,NA,"0"
"2876","O-NE-09-24",2024,"LETE","Newark East",2024-05-17,2024-06-10,24,NA,NA,0,NA,"0"
"2877","O-NE-09-25",2025,"LETE","Newark East",2025-05-22,2025-06-05,14,NA,NA,0,NA,"1"
"2878","O-NE-10-17",2017,"LETE","Newark East",2017-07-07,2017-08-04,28,NA,NA,0,NA,"0"
"2879","O-NE-10-18",2018,"LETE","Newark East",2018-05-29,2018-07-12,44,"Fledged",2,2,0,"0"
"2880","O-NE-10-19",2019,"LETE","Newark East",2019-05-28,2019-07-12,45,"Unknown Outcome",1,0,1,"0"
"2881","O-NE-10-20",2020,"LETE","Newark East",2020-05-26,2020-07-10,45,"Fledged",3,2,0.333333333333333,"0"
"2882","O-NE-10-21",2021,"LETE","Newark East",2021-06-01,2021-07-16,45,"Fledged",2,3,-0.5,"0"
"2883","O-NE-10-22",2022,"LETE","Newark East",2022-05-20,2022-06-17,28,"Failed-Weather",2,0,1,"0"
"2884","O-NE-10-23",2023,"LETE","Newark East",2023-05-22,2023-07-11,50,"Fledged",3,2,0.333333333333333,"0"
"2885","O-NE-10-24",2024,"LETE","Newark East",2024-05-17,2024-06-27,41,"Fledged",2,2,0,"0"
"2886","O-NE-10-25",2025,"LETE","Newark East",2025-05-22,2025-06-05,14,NA,NA,0,NA,"1"
"2887","O-NE-11-17",2017,"LETE","Newark East",2017-07-07,2017-08-17,41,"Fledged",2,2,0,"0"
"2888","O-NE-11-18",2018,"LETE","Newark East",2018-06-01,2018-07-12,41,"Fledged",1,1,0,"0"
"2889","O-NE-11-19",2019,"LETE","Newark East",2019-05-28,2019-06-10,13,NA,NA,0,NA,"0"
"2890","O-NE-11-20",2020,"LETE","Newark East",2020-05-29,2020-07-10,42,"Fledged",3,1,0.666666666666667,"0"
"2891","O-NE-11-21",2021,"LETE","Newark East",2021-06-04,2021-07-23,49,NA,NA,0,NA,"0"
"2892","O-NE-11-22",2022,"LETE","Newark East",2022-05-23,2022-07-05,43,"Fledged",3,1,0.666666666666667,"0"
"2893","O-NE-11-23",2023,"LETE","Newark East",2023-05-22,2023-07-03,42,"Fledged",1,1,0,"0"
"2894","O-NE-11-24",2024,"LETE","Newark East",2024-05-17,2024-06-10,24,NA,NA,0,NA,"0"
"2895","O-NE-11-25",2025,"LETE","Newark East",2025-05-22,2025-06-06,15,NA,NA,0,NA,"1"
"2896","O-NE-12-18",2018,"LETE","Newark East",2018-06-01,2018-07-12,41,"Fledged",1,3,-2,"0"
"2897","O-NE-12-19",2019,"LETE","Newark East",2019-05-31,2019-07-12,42,"Unknown Outcome",3,0,1,"0"
"2898","O-NE-12-20",2020,"PIPL","Newark East",2020-06-02,2020-06-30,28,"Failed-Unknown",4,0,1,"0"
"2899","O-NE-12-21",2021,"LETE","Newark East",2021-06-04,2021-07-02,28,"Failed-Unknown",2,0,1,"0"
"2900","O-NE-12-22",2022,"LETE","Newark East",2022-05-23,2022-06-17,25,NA,NA,0,NA,"0"
"2901","O-NE-12-23",2023,"LETE","Newark East",2023-05-22,2023-06-29,38,"Failed-Unknown",3,0,1,"0"
"2902","O-NE-12-24",2024,"PIPL","Newark East",2024-05-28,2024-06-18,21,NA,NA,0,NA,"0"
"2903","O-NE-12-25",2025,"LETE","Newark East",2025-05-27,2025-06-05,9,NA,NA,0,NA,"0"
"2904","O-NE-13-18",2018,"LETE","Newark East",2018-06-01,2018-07-12,41,"Fledged",3,3,0,"0"
"2905","O-NE-13-19",2019,"LETE","Newark East",2019-05-31,2019-06-24,24,"Failed-Unknown",2,0,1,"0"
"2906","O-NE-13-20",2020,"PIPL","Newark East",2020-06-02,2020-07-02,30,NA,NA,0,NA,"0"
"2907","O-NE-13-21",2021,"LETE","Newark East",2021-06-04,2021-07-06,32,"Fledged",3,3,0,"0"
"2908","O-NE-13-22",2022,"LETE","Newark East",2022-05-23,2022-06-30,38,"Fledged",2,1,0.5,"0"
"2909","O-NE-13-23",2023,"LETE","Newark East",2023-05-25,2023-07-07,43,"Fledged",3,3,0,"0"
"2910","O-NE-13-24",2024,"LETE","Newark East",2024-05-20,2024-06-10,21,NA,NA,0,NA,"0"
"2911","O-NE-13-25",2025,"LETE","Newark East",2025-05-27,2025-06-26,30,NA,3,0,1,"0"
"2912","O-NE-14-18",2018,"LETE","Newark East",2018-06-01,2018-07-09,38,"Fledged",1,3,-2,"0"
"2913","O-NE-14-19",2019,"LETE","Newark East",2019-05-31,2019-07-12,42,"Fledged",1,2,-1,"0"
"2914","O-NE-14-20",2020,"LETE","Newark East",2020-06-02,2020-07-10,38,"Fledged",1,3,-2,"0"
"2915","O-NE-14-21",2021,"LETE","Newark East",2021-06-01,2021-07-09,38,"Fledged",1,2,-1,"0"
"2916","O-NE-14-22",2022,"LETE","Newark East",2022-05-27,2022-06-21,25,"Failed-Unknown",3,0,1,"0"
"2917","O-NE-14-23",2023,"LETE","Newark East",2023-05-25,2023-07-11,47,"Fledged",3,2,0.333333333333333,"0"
"2918","O-NE-14-24",2024,"LETE","Newark East",2024-05-17,2024-06-27,41,"Fledged",2,1,0.5,"0"
"2919","O-NE-14-25",2025,"LETE","Newark East",2025-05-27,2025-06-26,30,NA,2,0,1,"0"
"2920","O-NE-15-18",2018,"LETE","Newark East",2018-06-01,2018-07-12,41,"Fledged",1,1,0,"0"
"2921","O-NE-15-19",2019,"LETE","Newark East",2019-05-31,2019-07-15,45,"Fledged",3,2,0.333333333333333,"0"
"2922","O-NE-15-20",2020,"LETE","Newark East",2020-06-02,2020-07-10,38,"Fledged",3,1,0.666666666666667,"0"
"2923","O-NE-15-21",2021,"PIPL","Newark East",2021-06-07,2021-07-09,32,"Failed-Unknown",2,0,1,"0"
"2924","O-NE-15-22",2022,"LETE","Newark East",2022-05-27,2022-07-11,45,"Fledged",3,3,0,"0"
"2925","O-NE-15-23",2023,"LETE","Newark East",2023-05-25,2023-07-11,47,"Fledged",3,2,0.333333333333333,"0"
"2926","O-NE-15-24",2024,"LETE","Newark East",2024-05-28,2024-06-18,21,NA,NA,0,NA,"0"
"2927","O-NE-15-25",2025,"LETE","Newark East",2025-05-27,2025-06-05,9,NA,NA,0,NA,"1"
"2928","O-NE-16-18",2018,"LETE","Newark East",2018-06-01,2018-07-09,38,"Fledged",3,3,0,"0"
"2929","O-NE-16-19",2019,"LETE","Newark East",2019-05-31,2019-07-15,45,"Fledged",2,1,0.5,"0"
"2930","O-NE-16-20",2020,"LETE","Newark East",2020-06-02,2020-06-30,28,"Failed-Unknown",3,0,1,"0"
"2931","O-NE-16-21",2021,"LETE","Newark East",2021-06-07,2021-07-12,35,"Fledged",2,1,0.5,"0"
"2932","O-NE-16-22",2022,"LETE","Newark East",2022-05-31,2022-07-15,45,"Fledged",1,1,0,"0"
"2933","O-NE-16-23",2023,"LETE","Newark East",2023-05-25,2023-07-11,47,"Fledged",3,3,0,"0"
"2934","O-NE-16-24",2024,"LETE","Newark East",2024-05-28,2024-07-08,41,"Fledged",2,2,0,"0"
"2935","O-NE-16-25",2025,"LETE","Newark East",2025-05-27,2025-06-26,30,NA,2,0,1,"0"
"2936","O-NE-17-18",2018,"LETE","Newark East",2018-06-01,2018-07-12,41,"Fledged",1,3,-2,"0"
"2937","O-NE-17-19",2019,"LETE","Newark East",2019-05-31,2019-07-12,42,"Fledged",3,1,0.666666666666667,"0"
"2938","O-NE-17-20",2020,"LETE","Newark East",2020-06-05,2020-07-21,46,"Fledged",1,1,0,"0"
"2939","O-NE-17-21",2021,"PIPL","Newark East",2021-06-07,2021-07-16,39,"Fledged",3,3,0,"0"
"2940","O-NE-17-22",2022,"LETE","Newark East",2022-05-31,2022-06-17,17,NA,NA,0,NA,"0"
"2941","O-NE-17-23",2023,"LETE","Newark East",2023-05-25,2023-07-07,43,"Fledged",3,2,0.333333333333333,"0"
"2942","O-NE-17-24",2024,"LETE","Newark East",2024-05-23,2024-06-10,18,NA,NA,0,NA,"0"
"2943","O-NE-17-25",2025,"LETE","Newark East",2025-05-27,2025-06-26,30,NA,2,0,1,"0"
"2944","O-NE-18-18",2018,"LETE","Newark East",2018-06-04,2018-07-16,42,"Fledged",1,2,-1,"0"
"2945","O-NE-18-19",2019,"LETE","Newark East",2019-05-31,2019-07-12,42,"Fledged",1,1,0,"0"
"2946","O-NE-18-20",2020,"LETE","Newark East",2020-06-11,2020-07-21,40,"Fledged",2,2,0,"0"
"2947","O-NE-18-21",2021,"LETE","Newark East",2021-06-07,2021-07-16,39,"Fledged",1,3,-2,"0"
"2948","O-NE-18-22",2022,"LETE","Newark East",2022-05-31,2022-06-17,17,NA,NA,0,NA,"0"
"2949","O-NE-18-23",2023,"PIPL","Newark East",2023-05-25,2023-07-17,53,"Fledged",3,2,0.333333333333333,"0"
"2950","O-NE-18-24",2024,"LETE","Newark East",2024-05-23,2024-06-10,18,NA,NA,0,NA,"0"
"2951","O-NE-18-25",2025,"LETE","Newark East",2025-05-30,2025-06-26,27,NA,3,0,1,"0"
"2952","O-NE-19-18",2018,"LETE","Newark East",2018-06-07,2018-07-12,35,"Fledged",1,2,-1,"0"
"2953","O-NE-19-19",2019,"LETE","Newark East",2019-05-31,2019-07-15,45,"Fledged",3,1,0.666666666666667,"0"
"2954","O-NE-19-20",2020,"PIPL","Newark East",2020-06-22,2020-07-10,18,NA,NA,0,NA,"0"
"2955","O-NE-19-21",2021,"LETE","Newark East",2021-06-14,2021-07-12,28,"Fledged",2,3,-0.5,"0"
"2956","O-NE-19-22",2022,"LETE","Newark East",2022-05-31,2022-06-27,27,"Failed-Unknown",1,0,1,"0"
"2957","O-NE-19-23",2023,"LETE","Newark East",2023-05-30,2023-07-11,42,"Fledged",3,1,0.666666666666667,"0"
"2958","O-NE-19-24",2024,"LETE","Newark East",2024-05-23,2024-06-10,18,NA,NA,0,NA,"0"
"2959","O-NE-19-25",2025,"LETE","Newark East",2025-05-30,2025-06-26,27,NA,2,0,1,"0"
"2960","O-NE-20-18",2018,"LETE","Newark East",2018-06-07,2018-07-09,32,"Fledged",2,1,0.5,"0"
"2961","O-NE-20-19",2019,"LETE","Newark East",2019-05-31,2019-07-19,49,"Fledged",2,2,0,"0"
"2962","O-NE-20-20",2020,"PIPL","Newark East",2020-06-30,2020-07-28,28,NA,NA,0,NA,"0"
"2963","O-NE-20-21",2021,"LETE","Newark East",2021-06-10,2021-07-16,36,"Fledged",3,3,0,"0"
"2964","O-NE-20-22",2022,"LETE","Newark East",2022-05-31,2022-06-17,17,NA,NA,0,NA,"0"
"2965","O-NE-20-23",2023,"LETE","Newark East",2023-05-30,2023-07-21,52,"Fledged",1,1,0,"0"
"2966","O-NE-20-24",2024,"LETE","Newark East",2024-05-23,2024-06-10,18,NA,NA,0,NA,"0"
"2967","O-NE-20-25",2025,"LETE","Newark East",2025-05-30,2025-06-16,17,NA,NA,0,NA,"0"
"2968","O-NE-21-18",2018,"LETE","Newark East",2018-06-07,2018-07-20,43,"Fledged",1,1,0,"0"
"2969","O-NE-21-19",2019,"LETE","Newark East",2019-05-31,2019-06-24,24,"Failed-Unknown",1,0,1,"0"
"2970","O-NE-21-20",2020,"PIPL","Newark East",2020-06-25,2020-08-14,50,"Fledged",3,1,0.666666666666667,"0"
"2971","O-NE-21-21",2021,"PIPL","Newark East",2021-06-14,2021-07-20,36,"Fledged",4,3,0.25,"0"
"2972","O-NE-21-22",2022,"LETE","Newark East",2022-06-03,2022-06-17,14,NA,NA,0,NA,"0"
"2973","O-NE-21-23",2023,"LETE","Newark East",2023-05-30,2023-07-07,38,"Fledged",3,1,0.666666666666667,"0"
"2974","O-NE-21-24",2024,"LETE","Newark East",2024-05-23,2024-06-10,18,NA,NA,0,NA,"0"
"2975","O-NE-21-25",2025,"LETE","Newark East",2025-05-30,2025-06-09,10,NA,NA,0,NA,"0"
"2976","O-NE-22-18",2018,"LETE","Newark East",2018-06-11,2018-07-23,42,"Fledged",2,1,0.5,"0"
"2977","O-NE-22-19",2019,"LETE","Newark East",2019-05-31,2019-06-10,10,NA,NA,0,NA,"0"
"2978","O-NE-22-20",2020,"LETE","Newark East",2020-07-13,2020-07-21,8,NA,NA,0,NA,"0"
"2979","O-NE-22-21",2021,"LETE","Newark East",2021-06-18,2021-07-02,14,NA,NA,0,NA,"0"
"2980","O-NE-22-22",2022,"LETE","Newark East",2022-06-03,2022-07-18,45,"Fledged",2,2,0,"0"
"2981","O-NE-22-23",2023,"LETE","Newark East",2023-05-30,2023-07-11,42,"Fledged",3,3,0,"0"
"2982","O-NE-22-24",2024,"LETE","Newark East",2024-05-23,2024-06-10,18,NA,NA,0,NA,"0"
"2983","O-NE-22-25",2025,"LETE","Newark East",2025-06-02,2025-06-26,24,NA,NA,0,NA,"0"
"2984","O-NE-23-18",2018,"LETE","Newark East",2018-06-07,2018-07-23,46,"Fledged",2,2,0,"0"
"2985","O-NE-23-19",2019,"LETE","Newark East",2019-05-31,2019-06-21,21,"Unknown Outcome",NA,0,NA,"0"
"2986","O-NE-23-21",2021,"LETE","Newark East",2021-06-28,2021-07-16,18,NA,NA,0,NA,"0"
"2987","O-NE-23-22",2022,"LETE","Newark East",2022-06-06,2022-07-11,35,"Fledged",3,1,0.666666666666667,"0"
"2988","O-NE-23-23",2023,"LETE","Newark East",2023-05-30,2023-07-11,42,"Fledged",3,2,0.333333333333333,"0"
"2989","O-NE-23-24",2024,"LETE","Newark East",2024-05-23,2024-06-10,18,NA,NA,0,NA,"0"
"2990","O-NE-23-25",2025,"LETE","Newark East",2025-06-05,2025-06-26,21,NA,NA,0,NA,"0"
"2991","O-NE-24-18",2018,"LETE","Newark East",2018-06-14,2018-06-22,8,NA,NA,0,NA,"0"
"2992","O-NE-24-19",2019,"LETE","Newark East",2019-05-31,2019-07-15,45,"Fledged",1,1,0,"0"
"2993","O-NE-24-22",2022,"LETE","Newark East",2022-06-06,2022-07-18,42,"Fledged",3,1,0.666666666666667,"0"
"2994","O-NE-24-23",2023,"LETE","Newark East",2023-05-30,2023-07-07,38,"Fledged",3,2,0.333333333333333,"0"
"2995","O-NE-24-24",2024,"LETE","Newark East",2024-05-28,2024-06-10,13,NA,NA,0,NA,"0"
"2996","O-NE-24-25",2025,"LETE","Newark East",2025-06-05,2025-06-12,7,NA,NA,0,NA,"0"
"2997","O-NE-25-18",2018,"PIPL","Newark East",2018-06-29,2018-07-30,31,"Failed-Unknown",1,0,1,"0"
"2998","O-NE-25-19",2019,"PIPL","Newark East",2019-06-03,2019-07-22,49,"Failed-Unknown",2,0,1,"0"
"2999","O-NE-25-22",2022,"LETE","Newark East",2022-06-06,2022-06-17,11,NA,NA,0,NA,"0"
"3000","O-NE-25-23",2023,"LETE","Newark East",2023-05-30,2023-07-11,42,"Fledged",1,3,-2,"0"
"3001","O-NE-25-24",2024,"LETE","Newark East",2024-06-10,2024-07-22,42,"Fledged",1,1,0,"0"
"3002","O-NE-25-25",2025,"LETE","Newark East",2025-06-05,2025-06-26,21,NA,NA,0,NA,"0"
"3003","O-NE-26-18",2018,"LETE","Newark East",2018-06-26,2018-08-03,38,"Failed-Unknown",1,0,1,"0"
"3004","O-NE-26-19",2019,"LETE","Newark East",2019-05-31,2019-07-22,52,"Fledged",1,1,0,"0"
"3005","O-NE-26-22",2022,"LETE","Newark East",2022-06-06,2022-07-18,42,"Fledged",3,2,0.333333333333333,"0"
"3006","O-NE-26-23",2023,"LETE","Newark East",2023-06-02,2023-06-29,27,"Failed-Unknown",1,0,1,"0"
"3007","O-NE-26-24",2024,"LETE","Newark East",2024-05-28,2024-06-10,13,NA,NA,0,NA,"0"
"3008","O-NE-26-25",2025,"LETE","Newark East",2025-06-05,2025-06-26,21,NA,NA,0,NA,"0"
"3009","O-NE-27-18",2018,"LETE","Newark East",2018-06-26,2018-07-26,30,"Failed-Unknown",2,0,1,"0"
"3010","O-NE-27-19",2019,"LETE","Newark East",2019-06-03,2019-06-27,24,"Unknown Outcome",NA,0,NA,"0"
"3011","O-NE-27-22",2022,"PIPL","Newark East",2022-06-06,2022-07-18,42,NA,NA,0,NA,"0"
"3012","O-NE-27-23",2023,"LETE","Newark East",2023-06-02,2023-07-11,39,"Fledged",3,2,0.333333333333333,"0"
"3013","O-NE-27-24",2024,"LETE","Newark East",2024-06-13,2024-07-25,42,"Fledged",1,1,0,"0"
"3014","O-NE-27-25",2025,"LETE","Newark East",2025-06-05,2025-06-23,18,NA,NA,0,NA,"0"
"3015","O-NE-28-18",2018,"LETE","Newark East",2018-06-26,2018-07-20,24,NA,NA,0,NA,"0"
"3016","O-NE-28-19",2019,"LETE","Newark East",2019-06-03,2019-06-10,7,NA,NA,0,NA,"0"
"3017","O-NE-28-22",2022,"LETE","Newark East",2022-06-17,2022-08-01,45,"Fledged",2,1,0.5,"0"
"3018","O-NE-28-23",2023,"LETE","Newark East",2023-06-02,2023-07-11,39,"Fledged",3,2,0.333333333333333,"0"
"3019","O-NE-28-24",2024,"LETE","Newark East",2024-06-10,2024-06-27,17,NA,NA,0,NA,"0"
"3020","O-NE-28-25",2025,"PIPL","Newark East",2025-06-09,2025-06-26,17,NA,NA,0,NA,"0"
"3021","O-NE-29-18",2018,"LETE","Newark East",2018-06-26,2018-07-20,24,NA,NA,0,NA,"0"
"3022","O-NE-29-19",2019,"LETE","Newark East",2019-06-03,2019-07-15,42,"Failed-Unknown",1,0,1,"0"
"3023","O-NE-29-22",2022,"LETE","Newark East",2022-06-17,2022-07-15,28,NA,NA,0,NA,"0"
"3024","O-NE-29-23",2023,"LETE","Newark East",2023-05-30,2023-07-13,44,"Fledged",1,1,0,"0"
"3025","O-NE-29-24",2024,"LETE","Newark East",2024-05-28,2024-07-08,41,"Fledged",1,1,0,"0"
"3026","O-NE-29-25",2025,"PIPL","Newark East",2025-06-09,2025-06-26,17,NA,NA,0,NA,"0"
"3027","O-NE-30-19",2019,"PIPL","Newark East",2019-06-06,2019-07-08,32,NA,NA,0,NA,"0"
"3028","O-NE-30-22",2022,"LETE","Newark East",2022-06-21,2022-08-01,41,"Fledged",3,1,0.666666666666667,"0"
"3029","O-NE-30-23",2023,"LETE","Newark East",2023-06-02,2023-06-29,27,"Failed-Unknown",3,0,1,"0"
"3030","O-NE-30-24",2024,"LETE","Newark East",2024-05-31,2024-06-24,24,NA,NA,0,NA,"0"
"3031","O-NE-30-25",2025,"LETE","Newark East",2025-06-09,2025-06-26,17,NA,NA,0,NA,"0"
"3032","O-NE-31-19",2019,"LETE","Newark East",2019-06-06,2019-07-15,39,"Fledged",2,1,0.5,"0"
"3033","O-NE-31-22",2022,"LETE","Newark East",2022-06-21,2022-08-01,41,"Fledged",3,3,0,"0"
"3034","O-NE-31-23",2023,"LETE","Newark East",2023-05-30,2023-07-11,42,"Fledged",3,2,0.333333333333333,"0"
"3035","O-NE-31-24",2024,"LETE","Newark East",2024-05-28,2024-06-10,13,NA,NA,0,NA,"0"
"3036","O-NE-31-25",2025,"LETE","Newark East",2025-06-09,2025-06-26,17,NA,NA,0,NA,"0"
"3037","O-NE-32-19",2019,"LETE","Newark East",2019-06-06,2019-07-08,32,"Unknown Outcome",NA,0,NA,"0"
"3038","O-NE-32-22",2022,"LETE","Newark East",2022-06-21,2022-07-15,24,NA,NA,0,NA,"0"
"3039","O-NE-32-23",2023,"LETE","Newark East",2023-06-08,2023-07-07,29,"Fledged",3,1,0.666666666666667,"0"
"3040","O-NE-32-24",2024,"LETE","Newark East",2024-07-06,2024-07-08,2,"Failed-Unknown",1,0,1,"0"
"3041","O-NE-32-25",2025,"LETE","Newark East",2025-06-09,2025-06-26,17,NA,NA,0,NA,"0"
"3042","O-NE-33-19",2019,"LETE","Newark East",2019-06-10,2019-07-08,28,"Failed-Unknown",1,0,1,"0"
"3043","O-NE-33-22",2022,"LETE","Newark East",2022-06-21,2022-08-04,44,"Fledged",3,3,0,"0"
"3044","O-NE-33-23",2023,"LETE","Newark East",2023-06-08,2023-07-24,46,"Fledged",3,2,0.333333333333333,"0"
"3045","O-NE-33-24",2024,"LETE","Newark East",2024-05-31,2024-06-21,21,NA,NA,0,NA,"0"
"3046","O-NE-33-25",2025,"LETE","Newark East",2025-06-09,2025-06-26,17,NA,NA,0,NA,"0"
"3047","O-NE-34-19",2019,"LETE","Newark East",2019-06-10,2019-07-22,42,"Fledged",2,2,0,"0"
"3048","O-NE-34-22",2022,"LETE","Newark East",2022-06-21,2022-08-04,44,"Fledged",1,1,0,"0"
"3049","O-NE-34-23",2023,"LETE","Newark East",2023-06-08,2023-07-24,46,"Fledged",2,2,0,"0"
"3050","O-NE-34-24",2024,"LETE","Newark East",2024-05-28,2024-06-10,13,NA,NA,0,NA,"0"
"3051","O-NE-34-25",2025,"LETE","Newark East",2025-06-09,2025-06-26,17,NA,NA,0,NA,"0"
"3052","O-NE-35-19",2019,"LETE","Newark East",2019-06-14,2019-07-12,28,"Unknown Outcome",NA,0,NA,"0"
"3053","O-NE-35-22",2022,"LETE","Newark East",2022-06-21,2022-08-08,48,"Fledged",2,2,0,"0"
"3054","O-NE-35-23",2023,"LETE","Newark East",2023-06-16,2023-07-03,17,NA,NA,0,NA,"0"
"3055","O-NE-35-24",2024,"LETE","Newark East",2024-05-28,2024-06-10,13,NA,NA,0,NA,"0"
"3056","O-NE-35-25",2025,"PIPL","Newark East",2025-06-16,2025-06-26,10,NA,NA,0,NA,"0"
"3057","O-NE-36-19",2019,"LETE","Newark East",2019-06-14,2019-07-29,45,"Fledged",1,2,-1,"0"
"3058","O-NE-36-22",2022,"LETE","Newark East",2022-06-21,2022-08-04,44,"Fledged",2,2,0,"0"
"3059","O-NE-36-23",2023,"LETE","Newark East",2023-06-16,2023-07-27,41,"Fledged",2,2,0,"0"
"3060","O-NE-36-24",2024,"LETE","Newark East",2024-06-10,2024-07-18,38,"Fledged",1,2,-1,"0"
"3061","O-NE-36-25",2025,"PIPL","Newark East",2025-06-12,2025-06-26,14,NA,NA,0,NA,"0"
"3062","O-NE-37-19",2019,"LETE","Newark East",2019-06-21,2019-08-06,46,"Fledged",3,1,0.666666666666667,"0"
"3063","O-NE-37-22",2022,"LETE","Newark East",2022-06-21,2022-08-04,44,"Fledged",3,2,0.333333333333333,"0"
"3064","O-NE-37-23",2023,"LETE","Newark East",2023-06-16,2023-06-29,13,"Failed-Unknown",3,0,1,"0"
"3065","O-NE-37-24",2024,"LETE","Newark East",2024-06-10,2024-07-01,21,"Failed-Unknown",1,0,1,"0"
"3066","O-NE-37-25",2025,"LETE","Newark East",2025-06-12,2025-06-26,14,NA,NA,0,NA,"0"
"3067","O-NE-38-19",2019,"PIPL","Newark East",2019-06-17,2019-07-19,32,"Unknown Outcome",NA,0,NA,"0"
"3068","O-NE-38-22",2022,"LETE","Newark East",2022-06-23,2022-08-04,42,"Fledged",1,2,-1,"0"
"3069","O-NE-38-23",2023,"LETE","Newark East",2023-06-16,2023-07-31,45,"Fledged",3,1,0.666666666666667,"0"
"3070","O-NE-38-24",2024,"LETE","Newark East",2024-06-10,2024-07-22,42,"Fledged",1,1,0,"0"
"3071","O-NE-38-25",2025,"LETE","Newark East",2025-06-12,2025-06-26,14,NA,NA,0,NA,"0"
"3072","O-NE-39-19",2019,"LETE","Newark East",2019-06-17,2019-08-02,46,"Fledged",3,3,0,"0"
"3073","O-NE-39-22",2022,"LETE","Newark East",2022-06-23,2022-07-18,25,"Failed-Unknown",2,0,1,"0"
"3074","O-NE-39-23",2023,"LETE","Newark East",2023-06-19,2023-07-07,18,NA,NA,0,NA,"0"
"3075","O-NE-39-24",2024,"PIPL","Newark East",2024-05-28,2024-06-10,13,NA,NA,0,NA,"0"
"3076","O-NE-39-25",2025,"LETE","Newark East",2025-06-12,2025-06-26,14,NA,NA,0,NA,"0"
"3077","O-NE-40-19",2019,"LETE","Newark East",2019-06-17,2019-06-27,10,NA,NA,0,NA,"0"
"3078","O-NE-40-22",2022,"LETE","Newark East",2022-06-30,2022-08-04,35,"Fledged",2,2,0,"0"
"3079","O-NE-40-23",2023,"PIPL","Newark East",2023-06-22,2023-08-14,53,"Fledged",4,2,0.5,"0"
"3080","O-NE-40-24",2024,"LETE","Newark East",2024-06-18,2024-07-29,41,"Fledged",2,2,0,"0"
"3081","O-NE-40-25",2025,"LETE","Newark East",2025-06-12,2025-06-23,11,NA,NA,0,NA,"0"
"3082","O-NE-41-19",2019,"LETE","Newark East",2019-07-12,2019-08-02,21,"Failed-Unknown",2,0,1,"0"
"3083","O-NE-41-22",2022,"LETE","Newark East",2022-06-30,2022-08-11,42,"Fledged",1,1,0,"0"
"3084","O-NE-41-23",2023,"LETE","Newark East",2023-06-22,2023-08-10,49,"Fledged",2,1,0.5,"0"
"3085","O-NE-41-24",2024,"LETE","Newark East",2024-06-06,2024-07-15,39,"Fledged",2,1,0.5,"0"
"3086","O-NE-41-25",2025,"LETE","Newark East",2025-06-09,2025-06-26,17,NA,NA,0,NA,"0"
"3087","O-NE-42-19",2019,"LETE","Newark East",2019-07-12,2019-08-06,25,"Failed-Unknown",1,0,1,"0"
"3088","O-NE-42-22",2022,"LETE","Newark East",2022-07-05,2022-08-04,30,"Fledged",2,2,0,"0"
"3089","O-NE-42-23",2023,"LETE","Newark East",2023-06-22,2023-07-07,15,NA,NA,0,NA,"0"
"3090","O-NE-42-24",2024,"LETE","Newark East",2024-06-21,2024-07-08,17,NA,NA,0,NA,"0"
"3091","O-NE-42-25",2025,"LETE","Newark East",2025-06-12,2025-06-26,14,NA,NA,0,NA,"0"
"3092","O-NE-43-22",2022,"LETE","Newark East",2022-07-05,2022-08-15,41,"Fledged",2,2,0,"0"
"3093","O-NE-43-23",2023,"PIPL","Newark East",2023-06-26,2023-08-17,52,"Fledged",3,1,0.666666666666667,"0"
"3094","O-NE-43-24",2024,"LETE","Newark East",2024-06-21,2024-08-01,41,"Fledged",1,2,-1,"0"
"3095","O-NE-43-25",2025,"LETE","Newark East",2025-06-12,2025-06-26,14,NA,NA,0,NA,"0"
"3096","O-NE-44-22",2022,"LETE","Newark East",2022-07-11,2022-08-25,45,"Fledged",1,2,-1,"0"
"3097","O-NE-44-23",2023,"LETE","Newark East",2023-06-29,2023-07-27,28,"Failed-Unknown",2,0,1,"0"
"3098","O-NE-44-24",2024,"PIPL","Newark East",2024-06-24,2024-08-19,56,"Fledged",2,1,0.5,"0"
"3099","O-NE-44-25",2025,"LETE","Newark East",2025-06-16,2025-06-26,10,NA,NA,0,NA,"0"
"3100","O-NE-45-23",2023,"LETE","Newark East",2023-06-29,2023-07-24,25,"Failed-Unknown",3,0,1,"0"
"3101","O-NE-45-24",2024,"PIPL","Newark East",2024-06-13,2024-08-08,56,"Fledged",1,4,-3,"0"
